Gene Name	Mutation Count	Associated Phenotypes
B2497	3	growth:Resistant;novobiocin:Sensitive;egcg:Sensitive;carbenicillin:Sensitive;asparagine utilization:Resistant;heat:Resistant
B2494	9	sodium chloride:Sensitive;gentamicin:Sensitive;azithromycin:Sensitive;novobiocin:Resistant;vancomycin:Sensitive;nitrofurantoin:Sensitive;peroxide:Resistant;fusidic acid:Sensitive;minocycline:Sensitive;trimethoprim:Sensitive;cefsulodin:Sensitive;erythromycin:Sensitive;mecillinam:Sensitive;ethidium bromide:Sensitive;indolicidin:Resistant;acriflavine:Sensitive;bleomycin:Sensitive;ampicillin:Sensitive;puromycin:Sensitive;streptonigrin:Sensitive;nalidixic acid:Sensitive;azetreonam:Sensitive;oxacillin:Sensitive;pms:Sensitive;acid:Resistant;clarythromycin:Sensitive;amikacin:Resistant;radicicol:Resistant;ciprofloxacin:Sensitive;decanoic acid:Resistant;spectinomycin:Sensitive;spiramycin:Sensitive;copper:Sensitive;ampicillin:Resistant;rifampicin:Sensitive;chloramphenicol:Sensitive;propidium iodide:Sensitive;benzalkonium chloride:Sensitive;doxycycline:Sensitive;isoniazid:Sensitive;triclosan:Sensitive;actinomycin d:Sensitive;edta:Resistant;verapamil:Resistant;sulfamethoxazole:Sensitive;rifampicin:Resistant;tetracycline:Sensitive
B2495	2	l-valine:Sensitive;nitrofurantoin:Sensitive;ampicillin:Sensitive;methylglyoxal:Sensitive;fucose:Sensitive
B2492	4	asparagine utilization:Resistant;growth:Resistant;rifampicin:Sensitive;edta:Sensitive;heat:Resistant
B2493	4	growth:Resistant;isobutanol:Resistant;copper:Resistant
B2490	3	l-valine:Sensitive;cefoxitin:Sensitive;clarythromycin:Resistant;methylglyoxal:Sensitive;fosfomycin:Sensitive
ECW_M1763	7	sodium chloride:Sensitive
PEAD'	1	ethanol:Sensitive;hydroxyurea:Resistant
ECW_M1769	9	sodium chloride:Sensitive
B2498	5	growth:Resistant;chir-090:Sensitive;hydroxyurea:Sensitive;sodium chloride:Resistant;copper:Sensitive;propidium iodide:Resistant;alanine utilization:Resistant;uv radiation:Sensitive;egta:Resistant;trimethoprim:Sensitive;cold:Sensitive;asparagine utilization:Resistant;epinephrine:Sensitive;mecillinam:Sensitive;sds:Resistant;procaine:Resistant;paraquat:Sensitive
B2499	2	sodium chloride:Sensitive;peroxide:Sensitive;gentamicin:Sensitive;succinate:Sensitive;cerulenin:Sensitive;taurocholate:Sensitive;nitrofurantoin:Sensitive;ceftazidime:Sensitive;ammonia chloride:Sensitive;propidium iodide:Resistant;cholate:Sensitive;sulfamonomethoxine:Resistant;asparagine utilization:Resistant;erythromycin:Sensitive;mecillinam:Sensitive;n-acetylglucosamine:Sensitive;indolicidin:Resistant;mecillinam:Resistant;tobramycin:Sensitive;novobiocin:Sensitive;mitomycin c:Sensitive;bile:Resistant;nalidixic acid:Sensitive;glucose:Sensitive;azetreonam:Sensitive;cefsulodin:Resistant;alkaline:Sensitive;clarythromycin:Sensitive;iron:Sensitive;epinephrine:Resistant;growth:Resistant;chir-090:Sensitive;acetate:Sensitive;bacitracin:Sensitive;cefoxitin:Sensitive;procaine:Sensitive;ethanol:Sensitive;heat:Sensitive;isoniazid:Resistant;chloramphenicol:Sensitive;carbenicillin:Sensitive;acid:Sensitive;egcg:Sensitive;glycerol:Sensitive;verapamil:Sensitive;doxycycline:Sensitive;rifampicin:Sensitive;deoxycholate:Sensitive;actinomycin d:Sensitive;maltose:Sensitive;egta:Sensitive;alanine utilization:Resistant;edta:Sensitive;cefaclor:Sensitive;glucosamine:Sensitive;bile:Sensitive
GTRB	1	growth:Resistant
YKFN	2	heat:Resistant
B4238	4	thiolactomycin:Resistant;heat:Resistant;ionizing radiation:Resistant
B4239	6	tetracycline:Resistant;doxycycline:Resistant;peroxide:Resistant;ceftazidime:Sensitive;trimethoprim:Sensitive;heat:Resistant;l-valine:Sensitive;mecillinam:Sensitive;chir-090:Resistant;cefsulodin:Resistant;alkaline:Sensitive;methylglyoxal:Sensitive;cefoxitin:Sensitive;procaine:Sensitive;ethanol:Sensitive;erythromycin:Resistant;fucose:Sensitive;chloramphenicol:Sensitive;egta:Resistant;paraquat:Sensitive;tobramycin:Resistant;cholate:Resistant;carbenicillin:Resistant;mecillinam:Resistant;cold:Resistant;polymixin b:Sensitive;norfloxacin:Sensitive
B1608	7	glycine utilization:Resistant;nickel chloride:Sensitive;beta-methyl-d-glucuronate:Resistant;alpha-methyl-d-galactoside:Sensitive;methylene diphosphonate:Resistant;sulfamonomethoxine:Resistant;sulfathiazole:Sensitive;succinate:Sensitive;lithium chloride:Sensitive;alpha-ketobutyrate:Sensitive;streptomycin:Sensitive;alanine-leucine:Sensitive;amikacin:Sensitive;acetate:Resistant;spectinomycin:Sensitive;leucine-tryptophan:Sensitive;doxycycline:Sensitive;melibionic acid:Resistant;lysine-serine:Resistant;lomefloxacin:Sensitive;alanine-serine:Resistant;pridinol:Sensitive;tobramycin:Resistant;proline-leucine:Sensitive;gallic acid:Sensitive;alpha-hydroxybutyrate:Sensitive;thioridazine:Sensitive;l-valine:Sensitive;7-dichloro-8-hydroxyquinaldine:Sensitive;polymixin b:Resistant;tetracycline:Sensitive;sulfamethoxazole:Resistant;gentamicin:Sensitive;d-mannitol:Resistant;myricetin:Sensitive;oxycarboxin:Resistant;trimethoprim:Sensitive;d-glucuronate:Sensitive;cobalt:Sensitive;d-ala-gly-gly:Sensitive;aspartate-leucine:Sensitive;sulfadiazine:Sensitive;l-threonine:Resistant;asparagine utilization:Sensitive;l-aspartate utilization:Sensitive;hydroxylamine:Resistant;tyrosine-phenylalanine:Resistant;growth:Resistant;tyrosine utilization:Resistant;d-fructose 6-phosphate:Sensitive;5-chloro-7-iodo-8-hydroxyquinoline:Sensitive;beta-amino-n-valerate:Sensitive;homoserine:Sensitive;copper:Sensitive;d-valine:Sensitive;ethylene glycol:Sensitive;ampicillin:Resistant;sodium nitrite:Sensitive;glycine-tyrosine:Sensitive;pridinol:Resistant;ofloxacin:Sensitive;bromosuccinate:Sensitive;18-crown-6 ether:Sensitive;glucuronamide:Resistant;sodium chloride:Sensitive;sulfanilamide:Sensitive;arginine-tyrosine:Sensitive;kanamycin:Sensitive;cephalothin:Resistant;caffeine:Resistant;sulfamethoxazole:Sensitive;hygromycin b:Sensitive;leucine-alanine:Sensitive;sds:Resistant;glycine-phenylalanine-phenylalanine:Sensitive;phenylalanine-tryptophan:Sensitive;glucose:Resistant;cesium chloride:Sensitive;alanine-serine:Sensitive;fusidic acid:Sensitive;norfloxacin:Resistant;l-cysteate:Sensitive;potassium chromate:Sensitive;beta-d-allose:Resistant;phosphorus limitation:Sensitive;troleandomycin:Resistant;alkaline amino acid utilization:Sensitive;beta-hydroxypyruvate:Sensitive;sulfachloropyridazine:Resistant;oxacillin:Sensitive;8-hydroxyquinoline:Sensitive;trimethoprim:Resistant;alanine-asparagine:Sensitive;tartrate:Sensitive;novobiocin:Resistant;tryptophan-leucine:Sensitive;l-proline:Sensitive;tobramycin:Sensitive;leucine-glutamate:Sensitive;alhpa-ketoglutarate:Sensitive;glutamate-tryptophan:Sensitive;azetreonam:Resistant;erythromycin:Resistant;fucose:Sensitive;chloramphenicol:Sensitive;glyoxylate:Sensitive;malate:Sensitive;nalidixic acid:Resistant;tyrosine-tyrosine:Resistant;d-alanine utilization:Sensitive;methionine-tryptophan:Sensitive;d-alanine-glycine:Sensitive;iodonitrotetrazolium violet:Sensitive;polymixin b:Sensitive;glycine-glycine-leucine:Sensitive;leucine-glycine:Sensitive;clindamycin:Resistant;piperacillin:Sensitive;tryptophan-tyrosine:Sensitive;putrescine:Sensitive;glycine-d-alanine:Sensitive;n-acetyl-d-glucosamine:Resistant;d-fructose:Resistant;asparagine utilization:Resistant;ruthenium red:Sensitive;guanosine:Resistant;dl-alpha-glycerol phosphate:Sensitive;1_10-phenanthroline:Sensitive;methyltrioctylammonium chloride:Sensitive;sodium selenite:Sensitive;cefoxitin:Sensitive;isoleucine-tyrosine:Resistant;methyl methanesulfonate:Sensitive;alkaline:Sensitive;methylglyoxal:Sensitive;histidine-tryptophan:Sensitive;d-melibiose:Resistant;l-cysteine:Sensitive;spiramycin:Sensitive;d-glucose 6-phosphate:Sensitive;paromomycin:Sensitive;acid:Sensitive;ketoprofen:Sensitive;glycyl-l-aspartate:Sensitive;fumarate:Sensitive;cefamandole:Resistant;troleandomycin:Sensitive;glycine-glycine-d-leucine:Sensitive;ciprofloxacin:Resistant;serine-leucine:Sensitive;nitrofurantoin:Resistant;tryptophan-tryptophan:Sensitive;tryptophan-phenylalanine:Sensitive;aspartate-phenylalanine:Sensitive;sodium dichromate:Sensitive;sodium tungstate:Sensitive;cefsulodin:Sensitive;nitrofurazone:Sensitive
B1609	7	sodium chloride:Sensitive;nickel chloride:Sensitive;beta-methyl-d-glucuronate:Resistant;alpha-methyl-d-galactoside:Sensitive;methylene diphosphonate:Resistant;sulfamonomethoxine:Resistant;sulfathiazole:Sensitive;succinate:Sensitive;lithium chloride:Sensitive;alpha-ketobutyrate:Sensitive;streptomycin:Sensitive;alanine-leucine:Sensitive;amikacin:Sensitive;clarythromycin:Sensitive;spectinomycin:Sensitive;leucine-tryptophan:Sensitive;doxycycline:Sensitive;melibionic acid:Resistant;lysine-serine:Resistant;lomefloxacin:Sensitive;alanine-serine:Resistant;pridinol:Sensitive;tobramycin:Resistant;proline-leucine:Sensitive;gallic acid:Sensitive;alpha-hydroxybutyrate:Sensitive;thioridazine:Sensitive;l-valine:Sensitive;7-dichloro-8-hydroxyquinaldine:Sensitive;tetracycline:Sensitive;sulfamethoxazole:Resistant;gentamicin:Sensitive;d-mannitol:Resistant;myricetin:Sensitive;oxycarboxin:Resistant;trimethoprim:Sensitive;d-glucuronate:Sensitive;cobalt:Sensitive;d-ala-gly-gly:Sensitive;aspartate-leucine:Sensitive;sulfadiazine:Sensitive;l-threonine:Resistant;asparagine utilization:Sensitive;l-aspartate utilization:Sensitive;hydroxylamine:Resistant;tyrosine-phenylalanine:Resistant;growth:Resistant;tyrosine utilization:Resistant;d-fructose 6-phosphate:Sensitive;5-chloro-7-iodo-8-hydroxyquinoline:Sensitive;beta-amino-n-valerate:Sensitive;homoserine:Sensitive;copper:Sensitive;d-valine:Sensitive;ethylene glycol:Sensitive;ampicillin:Resistant;sodium nitrite:Sensitive;glycine-tyrosine:Sensitive;pridinol:Resistant;ofloxacin:Sensitive;bromosuccinate:Sensitive;18-crown-6 ether:Sensitive;glucuronamide:Resistant;sulfanilamide:Sensitive;arginine-tyrosine:Sensitive;kanamycin:Sensitive;cephalothin:Resistant;caffeine:Resistant;sulfamethoxazole:Sensitive;hygromycin b:Sensitive;leucine-alanine:Sensitive;glycine-phenylalanine-phenylalanine:Sensitive;phenylalanine-tryptophan:Sensitive;glucose:Resistant;cesium chloride:Sensitive;alanine-serine:Sensitive;fusidic acid:Sensitive;norfloxacin:Resistant;l-cysteate:Sensitive;potassium chromate:Sensitive;beta-d-allose:Resistant;phosphorus limitation:Sensitive;troleandomycin:Resistant;alkaline amino acid utilization:Sensitive;beta-hydroxypyruvate:Sensitive;sulfachloropyridazine:Resistant;oxacillin:Sensitive;8-hydroxyquinoline:Sensitive;trimethoprim:Resistant;alanine-asparagine:Sensitive;tartrate:Sensitive;novobiocin:Resistant;tryptophan-leucine:Sensitive;l-proline:Sensitive;tobramycin:Sensitive;leucine-glutamate:Sensitive;alhpa-ketoglutarate:Sensitive;glutamate-tryptophan:Sensitive;azetreonam:Resistant;erythromycin:Resistant;chloramphenicol:Sensitive;glyoxylate:Sensitive;malate:Sensitive;nalidixic acid:Resistant;tyrosine-tyrosine:Resistant;d-alanine utilization:Sensitive;methionine-tryptophan:Sensitive;d-alanine-glycine:Sensitive;iodonitrotetrazolium violet:Sensitive;polymixin b:Sensitive;glycine-glycine-leucine:Sensitive;leucine-glycine:Sensitive;clindamycin:Resistant;piperacillin:Sensitive;tryptophan-tyrosine:Sensitive;putrescine:Sensitive;n-acetyl-d-glucosamine:Resistant;d-fructose:Resistant;glycine-d-alanine:Sensitive;ruthenium red:Sensitive;guanosine:Resistant;dl-alpha-glycerol phosphate:Sensitive;1_10-phenanthroline:Sensitive;methyltrioctylammonium chloride:Sensitive;sodium selenite:Sensitive;cefoxitin:Sensitive;isoleucine-tyrosine:Resistant;methyl methanesulfonate:Sensitive;alkaline:Sensitive;methylglyoxal:Sensitive;histidine-tryptophan:Sensitive;d-melibiose:Resistant;l-cysteine:Sensitive;spiramycin:Sensitive;d-glucose 6-phosphate:Sensitive;paromomycin:Sensitive;acid:Sensitive;ketoprofen:Sensitive;glycyl-l-aspartate:Sensitive;fumarate:Sensitive;cefamandole:Resistant;troleandomycin:Sensitive;glycine-glycine-d-leucine:Sensitive;ciprofloxacin:Resistant;serine-leucine:Sensitive;nitrofurantoin:Resistant;tryptophan-tryptophan:Sensitive;tryptophan-phenylalanine:Sensitive;aspartate-phenylalanine:Sensitive;sodium dichromate:Sensitive;ionizing radiation:Resistant;sodium tungstate:Sensitive;nitrofurazone:Sensitive
B1606	18	sodium chloride:Sensitive;tetracycline:Resistant;nitrofurantoin:Sensitive;piperacillin:Sensitive;fusidic acid:Sensitive;sulfamonomethoxine:Resistant;cefsulodin:Sensitive;heat:Resistant;spiramycin:Resistant;kanamycin:Resistant;ampicillin:Sensitive;kanamycin:Sensitive;nalidixic acid:Sensitive;doxycycline:Resistant;streptomycin:Sensitive;nitrofurantoin:Resistant;methylglyoxal:Sensitive;amikacin:Sensitive;lomefloxacin:Resistant;spectinomycin:Resistant;fusidic acid:Resistant;amikacin:Resistant;acetate:Resistant;growth:Resistant;spectinomycin:Sensitive;cefoxitin:Resistant;tobramycin:Sensitive;cefoxitin:Sensitive;spiramycin:Sensitive;sodium chloride:Resistant;erythromycin:Resistant;fucose:Sensitive;clindamycin:Sensitive;chloramphenicol:Sensitive;lomefloxacin:Sensitive;nalidixic acid:Resistant;chloramphenicol:Resistant;ampicillin:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;tobramycin:Resistant;ciprofloxacin:Resistant;tetracycline:Sensitive;bile:Sensitive;l-valine:Sensitive;clindamycin:Resistant;piperacillin:Resistant;sulfamethoxazole:Resistant
B4231	4	chloramphenicol:Sensitive;sodium chloride:Resistant;tetracycline:Sensitive;ciprofloxacin:Sensitive;heat:Resistant
B4232	17	sodium chloride:Sensitive;glycine utilization:Resistant;tetracycline:Resistant;succinate:Sensitive;azithromycin:Sensitive;nitrofurantoin:Sensitive;ceftazidime:Sensitive;amikacin:Sensitive;cholate:Sensitive;fusidic acid:Sensitive;paraquat:Resistant;glucosamine:Resistant;egcg:Resistant;asparagine utilization:Resistant;heat:Resistant;ethidium bromide:Sensitive;procaine:Resistant;cobalt:Sensitive;indolicidin:Resistant;puromycin:Sensitive;mitomycin c:Sensitive;streptonigrin:Sensitive;doxycycline:Resistant;bromoacetate:Sensitive;doxorubicin:Sensitive;cefsulodin:Resistant;nitrofurantoin:Resistant;methylglyoxal:Sensitive;pms:Sensitive;polymixin b:Sensitive;spectinomycin:Resistant;actinomycin d:Resistant;mops:Sensitive;growth:Resistant;acetate:Sensitive;sodium chloride:Resistant;azidothymidine:Sensitive;oxacillin:Sensitive;bacitracin:Sensitive;methotrexate:Sensitive;spiramycin:Sensitive;cecropin b:Sensitive;copper:Sensitive;fucose:Sensitive;n-acetylglucosamine:Resistant;norfloxacin:Sensitive;egta:Resistant;triton x:Resistant;etda:Sensitive;verapamil:Sensitive;trimethoprim:Resistant;chir-090:Sensitive;triclosan:Sensitive;dibucaine:Resistant;carbenicillin:Resistant;alanine utilization:Resistant;cold:Resistant;radicicol:Resistant;verapamil:Resistant;epinephrine:Sensitive;ethanol:Resistant;sds:Sensitive;l-valine:Sensitive;glycerol:Sensitive;maltose:Resistant
B1605	6	piperacillin:Sensitive;tetracycline:Resistant;fusidic acid:Sensitive;kanamycin:Sensitive;itaconate:Resistant;streptomycin:Sensitive;nitrofurantoin:Resistant;methylglyoxal:Sensitive;amikacin:Sensitive;lomefloxacin:Resistant;amikacin:Resistant;spectinomycin:Resistant;growth:Resistant;spectinomycin:Sensitive;cefoxitin:Resistant;tobramycin:Resistant;cefoxitin:Sensitive;spiramycin:Sensitive;ethanol:Sensitive;erythromycin:Resistant;fucose:Sensitive;clindamycin:Sensitive;chloramphenicol:Sensitive;lomefloxacin:Sensitive;nalidixic acid:Resistant;ampicillin:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;sulfamonomethoxine:Resistant;ciprofloxacin:Resistant;l-valine:Sensitive;clindamycin:Resistant;tetracycline:Sensitive;sulfamethoxazole:Resistant
B4234	6	growth:Resistant;chir-090:Sensitive;ampicillin:Sensitive;nitrofurantoin:Sensitive;alanine utilization:Resistant;ionizing radiation:Resistant;cold:Sensitive;heat:Resistant;triton x:Sensitive
B1603	22	tetracycline:Resistant;piperacillin:Sensitive;fusidic acid:Sensitive;sulfamonomethoxine:Resistant;trimethoprim:Sensitive;kanamycin:Sensitive;ionic liquids:Resistant;propidium iodide:Resistant;streptomycin:Sensitive;nitrofurantoin:Resistant;lomefloxacin:Resistant;amikacin:Resistant;spectinomycin:Resistant;growth:Resistant;cefoxitin:Resistant;spiramycin:Sensitive;erythromycin:Resistant;ampicillin:Resistant;clindamycin:Sensitive;chloramphenicol:Sensitive;nalidixic acid:Resistant;furfural:Resistant;fucose:Sensitive;trimethoprim:Resistant;doxycycline:Sensitive;tobramycin:Resistant;sulfamethoxazole:Resistant
B1600	36	isobutanol:Resistant;tetracycline:Resistant;nitrofurantoin:Sensitive;piperacillin:Sensitive;cholate:Sensitive;fusidic acid:Sensitive;fosfomycin:Resistant;erythromycin:Sensitive;kanamycin:Sensitive;ionic liquids:Resistant;oxacillin:Resistant;streptomycin:Sensitive;nitrofurantoin:Resistant;lomefloxacin:Resistant;amikacin:Resistant;spectinomycin:Resistant;growth:Resistant;cefoxitin:Resistant;spiramycin:Sensitive;erythromycin:Resistant;ampicillin:Resistant;clindamycin:Sensitive;furfural:Sensitive;nalidixic acid:Resistant;sulfamonomethoxine:Resistant;verapamil:Sensitive;aspartate utilization:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;tobramycin:Resistant;chloramphenicol:Sensitive;deoxycholate:Resistant;sds:Resistant;sulfamethoxazole:Resistant
B1601	44	isobutanol:Resistant;tetracycline:Resistant;piperacillin:Sensitive;fusidic acid:Sensitive;sulfamonomethoxine:Resistant;kanamycin:Sensitive;itaconate:Resistant;ionic liquids:Resistant;streptomycin:Sensitive;nitrofurantoin:Resistant;methylglyoxal:Sensitive;lomefloxacin:Resistant;amikacin:Resistant;spectinomycin:Resistant;growth:Resistant;cefoxitin:Resistant;spiramycin:Sensitive;erythromycin:Resistant;fucose:Sensitive;clindamycin:Sensitive;chloramphenicol:Sensitive;nalidixic acid:Resistant;ampicillin:Resistant;trimethoprim:Resistant;doxycycline:Sensitive;tobramycin:Resistant;acetate:Resistant;ethanol:Resistant;l-valine:Sensitive;sulfamethoxazole:Resistant
B2665	1	trimethoprim:Resistant
B4094	5	chir-090:Sensitive;chloropromazine:Resistant;cholate:Resistant;fosfomycin:Sensitive;copper:Resistant;heat:Resistant;fusidic acid:Resistant;amikacin:Resistant;a22:Sensitive
B4095	5	heat:Resistant;isoniazid:Sensitive
B4096	6	bacitracin:Resistant;doxorubicin:Resistant;cefoxitin:Resistant;methylglyoxal:Sensitive;spiramycin:Sensitive;nitrofurantoin:Sensitive;fucose:Sensitive;uv radiation:Sensitive;egta:Resistant;oxacillin:Sensitive;l-valine:Sensitive;heat:Resistant;bleomycin:Sensitive
B4097	6	amoxicillin:Sensitive;egta:Sensitive;fucose:Sensitive;mecillinam:Resistant;acid:Sensitive;methylglyoxal:Sensitive;cecropin b:Sensitive;l-valine:Sensitive;heat:Resistant;cobalt:Sensitive
B4090	13	cerulenin:Resistant;alkaline:Resistant;trimethoprim:Sensitive;aspartate acid hydroxymate:Resistant;streptomycin:Resistant;heat:Resistant;procaine:Resistant;sulfamethoxazole:Sensitive;cefsulodin:Resistant;methylglyoxal:Sensitive;uv radiation:Sensitive;amikacin:Resistant;ciprofloxacin:Sensitive;growth:Resistant;azidothymidine:Sensitive;fucose:Sensitive;acid:Resistant;vancomycin:Resistant;doxycycline:Sensitive;bacitracin:Resistant;verapamil:Resistant;epinephrine:Sensitive;ethanol:Resistant;norfloxacin:Sensitive
B4092	6	cerulenin:Sensitive;heat:Resistant;mecillinam:Sensitive;trimethoprim:Sensitive
B4093	5	heat:Resistant;procaine:Sensitive;bacitracin:Resistant
ECB_02743	7	heat:Resistant
B4099	5	heat:Resistant;mecillinam:Sensitive;trimethoprim:Sensitive
ECK3474	1	spectinomycin:Sensitive
ECB_03165	2	heat:Resistant
B2664	3	amoxicillin:Resistant;cefoxitin:Sensitive;taurocholate:Sensitive;sodium chloride:Resistant;fucose:Sensitive;nalidixic acid:Resistant;methylglyoxal:Sensitive;actinomycin d:Sensitive;l-valine:Sensitive;cholate:Sensitive
ECB_04194	4	heat:Resistant
ECB_04195	3	heat:Resistant
ECB_04196	4	heat:Resistant
ECB_04197	4	heat:Resistant
ECB_04190	2	heat:Resistant
ECB_04191	6	heat:Resistant
ECB_04192	5	heat:Resistant
ECB_04193	5	heat:Resistant
B2661	4	deoxycholate:Resistant;heat:Resistant;ethanol:Resistant;fucose:Sensitive
